_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
4168766,4156642,2017,,2010,PRIVATE,17,Don Valley North,1751 SHEPPARD AVE E,7,74,2022-10-28,98,Evaluation needs to be conducted in 3 years,19,5,5,5,5,5,5,5,5,4,N/A,5,5,5,5,5,5,5,5,4,5,N1730,43.775389788,-79.343955146,317356.948,4848175.294
4168767,4156639,2017,,2010,PRIVATE,17,Don Valley North,1761 SHEPPARD AVE E,7,74,2022-10-28,100,Evaluation needs to be conducted in 3 years,19,5,5,5,5,5,5,5,5,5,N/A,5,5,5,5,5,5,5,5,5,5,N1730,43.775609539,-79.343036945,317419.83,4848195.294
4168768,4281257,2017,,1960,PRIVATE,06,York Centre,1395 SHEPPARD AVE W,3,40,2022-10-28,87,Evaluation needs to be conducted in 3 years,17,4,5,5,4,5,4,N/A,4,5,3,5,5,4,4,5,4,N/A,3,5,N/A,N0627,43.7440104,-79.4880842286,305748.977,4844715.406
4168769,4153710,2017,,1910,PRIVATE,19,Beaches-East York,2 MAIN ST,7,68,2022-10-28,100,Evaluation needs to be conducted in 3 years,19,5,5,5,5,5,5,5,5,5,N/A,5,5,5,5,5,5,5,5,5,5,S1935,43.679038326,-79.298376637,321040.936,4837474.429
4168770,4153706,2017,,1960,TCHC,19,Beaches-East York,133 MERRILL AVE E,3,42,2022-10-28,82,Evaluation needs to be conducted in 2 years,20,4,5,5,4,3,3,5,3,4,4,4,4,5,3,5,5,3,5,3,5,S1931,43.682986595,-79.311994302,319941.96,4837910.517
4168771,4156704,2017,,1962,PRIVATE,07,Humber River-Black Creek,2439 FINCH AVE W,7,112,2022-10-28,89,Evaluation needs to be conducted in 3 years,17,5,5,5,4,5,5,4,4,5,N/A,5,5,5,4,4,4,N/A,4,3,N/A,W0727,43.749760836,-79.550868013,300687.677,4845313.018
4168772,4155094,2017,,1950,PRIVATE,05,York South-Weston,2 GREENTREE CRT,3,29,2022-10-28,84,Evaluation needs to be conducted in 2 years,15,4,3,5,4,4,4,N/A,3,N/A,N/A,4,4,5,5,4,4,N/A,5,5,N/A,W0532,43.6929246755,-79.4786023031,306509.343,4838996.769
4168773,4155118,2017,,1960,PRIVATE,05,York South-Weston,3 GREENTREE CRT,3,45,2022-10-28,83,Evaluation needs to be conducted in 2 years,15,3,3,5,4,3,4,N/A,5,N/A,N/A,4,5,5,4,4,4,N/A,5,4,N/A,W0532,43.6924423305,-79.478539855,306514.389,4838943.183
4168774,4155095,2017,,1955,PRIVATE,05,York South-Weston,4 GREENTREE CRT,4,43,2022-10-28,81,Evaluation needs to be conducted in 2 years,15,4,3,5,4,3,4,N/A,3,N/A,N/A,4,4,5,4,4,4,N/A,5,5,N/A,W0532,43.6926919823,-79.4790165335,306475.957,4838970.911
4168775,4155116,2017,,1953,PRIVATE,05,York South-Weston,7 GREENTREE CRT,3,28,2022-10-28,75,Evaluation needs to be conducted in 2 years,15,3,4,5,3,2,4,N/A,4,N/A,N/A,2,3,5,4,3,5,N/A,5,4,N/A,W0532,43.6921996331,-79.4792336091,306458.47,4838916.21
4168776,4154104,2017,,1950,PRIVATE,14,Toronto-Danforth,257 TORRENS AVE,3,17,2022-10-28,91,Evaluation needs to be conducted in 3 years,16,5,5,5,4,5,3,N/A,4,N/A,5,4,5,5,5,5,4,N/A,5,4,N/A,S1422,43.6923348201,-79.3435916097,317392.816,4838942.809
4168777,4153704,2017,,1993,TCHC,19,Beaches-East York,7 COATSWORTH CRES,6,48,2022-10-28,96,Evaluation needs to be conducted in 3 years,20,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,4,5,5,4,5,S1931,43.6797322246,-79.3217059206,319160.021,4837546.269
4168778,4153705,2017,,1989,SOCIAL HOUSING,19,Beaches-East York,11 COATSWORTH CRES,6,174,2022-10-28,77,Evaluation needs to be conducted in 2 years,19,4,4,5,3,4,4,3,3,4,N/A,3,5,5,4,3,3,5,3,3,5,S1931,43.678997338,-79.321136292,319209.196,4837481.659
4168779,4154496,2017,,1968,PRIVATE,08,Eglinton-Lawrence,3000 DUFFERIN ST,18,287,2022-10-28,93,Evaluation needs to be conducted in 3 years,20,5,5,5,5,5,2,5,5,5,5,5,5,5,5,4,4,5,4,4,5,N0826,43.71108689,-79.45503098,308408.116,4841016.189
4168780,4154829,2017,,1966,PRIVATE,17,Don Valley North,30 ESTERBROOKE AVE,15,163,2022-10-28,91,Evaluation needs to be conducted in 3 years,18,5,4,5,4,4,5,N/A,5,4,N/A,5,4,5,5,5,5,5,4,3,5,N1727,43.7793188069,-79.3498546485,316870.531,4848605.407
4168781,4153946,2017,,1930,PRIVATE,12,Toronto-St. Paul's,779 EGLINTON AVE W,3,17,2022-10-27,83,Evaluation needs to be conducted in 2 years,15,4,4,5,4,4,4,N/A,5,N/A,N/A,4,4,5,4,3,3,N/A,5,4,N/A,S1225,43.7009995731,-79.4241109809,310901.18,4839896.436
4168782,4155068,2017,,1959,PRIVATE,09,Davenport,2208 DUFFERIN ST,4,18,2022-10-27,65,Evaluation needs to be conducted in 1 year,16,3,3,5,3,3,3,N/A,3,N/A,N/A,3,3,5,3,3,3,3,3,3,N/A,S0922,43.69067643,-79.448458776,308939.113,4838748.997
4168783,4153700,2017,,1964,PRIVATE,19,Beaches-East York,4 NEWBOLD AVE,4,12,2022-10-27,63,Evaluation needs to be conducted in 1 year,16,3,3,3,4,3,2,N/A,3,N/A,3,4,3,3,4,3,3,N/A,3,3,N/A,S1934,43.675371432,-79.31815704,319446.953,4837063.38
4168784,4154651,2017,,1962,PRIVATE,06,York Centre,4 MASCOT PL,4,70,2022-10-27,84,Evaluation needs to be conducted in 2 years,18,4,4,5,4,4,4,N/A,5,4,4,4,5,5,4,4,4,4,4,4,N/A,N0624,43.7703715796,-79.4436799328,309318.763,4847602.04
4168785,4153992,2017,,1928,PRIVATE,12,Toronto-St. Paul's,48 MAXWELL AVE,3,29,2022-10-27,88,Evaluation needs to be conducted in 3 years,15,5,5,5,3,4,5,N/A,4,N/A,N/A,4,4,5,4,5,4,N/A,4,5,N/A,S1227,43.7057591622,-79.4018857933,312691.886,4840427.112
4168786,4154142,2017,,1945,PRIVATE,14,Toronto-Danforth,9 ELMSDALE RD,4,38,2022-10-27,81,Evaluation needs to be conducted in 2 years,16,4,3,5,4,4,3,N/A,4,N/A,4,4,4,5,3,5,4,N/A,5,4,N/A,S1422,43.6947032989,-79.3438349968,317372.708,4839205.914
4168787,4155066,2017,,1963,PRIVATE,09,Davenport,1969 EGLINTON AVE W,3,36,2022-10-27,81,Evaluation needs to be conducted in 2 years,16,4,4,5,3,4,3,N/A,4,N/A,4,4,4,5,4,5,4,N/A,4,4,N/A,S0922,43.6945457647,-79.45447448,308454.213,4839177.629
4168788,4155065,2017,,1959,PRIVATE,09,Davenport,2005 EGLINTON AVE W,5,78,2022-10-27,85,Evaluation needs to be conducted in 2 years,17,4,4,5,4,4,4,N/A,4,4,4,4,4,5,4,4,4,N/A,5,5,N/A,S0922,43.6942406166,-79.4549873652,308412.888,4839143.706
4168789,4153697,2020,,1966,PRIVATE,19,Beaches-East York,592 WOODBINE AVE,5,36,2022-10-27,71,Evaluation needs to be conducted in 2 years,19,4,4,4,3,4,4,3,4,4,3,4,3,3,3,3,3,4,3,4,N/A,S1934,43.6770075216,-79.3095598488,320140.021,4837245.729
4168790,4153698,2017,,1977,PRIVATE,19,Beaches-East York,650 WOODBINE AVE,4,38,2022-10-27,81,Evaluation needs to be conducted in 2 years,15,5,4,4,4,3,4,N/A,5,N/A,N/A,4,3,5,4,4,5,N/A,3,4,N/A,S1934,43.6782886904,-79.3101324427,320093.528,4837387.965
4168791,4154647,2017,,1963,PRIVATE,06,York Centre,9 KINGSBRIDGE CRT,7,74,2022-10-27,81,Evaluation needs to be conducted in 2 years,17,4,4,5,4,4,4,3,N/A,4,N/A,3,4,5,4,4,4,5,4,4,N/A,N0624,43.7715767413,-79.4441039119,309284.542,4847735.908
4168792,4154568,2017,,1958,PRIVATE,06,York Centre,417 WILSON AVE,3,10,2022-10-27,79,Evaluation needs to be conducted in 2 years,16,3,4,5,4,4,2,N/A,3,N/A,N/A,4,5,5,4,4,4,3,5,4,N/A,N0633,43.735946368,-79.4396551078,309645.512,4843777.796
4168793,4379646,2018,,1923,PRIVATE,09,Davenport,1212 BLOOR ST W,3,16,2022-10-27,69,Evaluation needs to be conducted in 2 years,13,3,3,5,3,N/A,3,N/A,3,N/A,N/A,4,5,3,3,3,3,N/A,4,N/A,N/A,S0930,43.6593129835,-79.4389019966,309712.367,4835264.218
4168794,4154658,2017,,1955,PRIVATE,08,Eglinton-Lawrence,3253 BATHURST ST,4,22,2022-10-27,81,Evaluation needs to be conducted in 2 years,17,4,5,5,4,4,3,N/A,4,N/A,4,4,4,5,3,5,4,4,4,3,N/A,N0824,43.7237073315,-79.4303236253,310398.345,4842418.708
4168795,4250612,2017,,1943,PRIVATE,12,Toronto-St. Paul's,1539 BATHURST ST,4,32,2022-10-27,75,Evaluation needs to be conducted in 2 years,16,4,4,5,4,3,2,N/A,3,N/A,3,4,5,5,3,4,3,N/A,4,4,N/A,S1230,43.685911156,-79.418988838,311315.328,4838221.478
4168796,4156362,2017,,1950,PRIVATE,12,Toronto-St. Paul's,1582 BATHURST ST,3,33,2022-10-27,69,Evaluation needs to be conducted in 2 years,14,3,3,5,3,3,4,N/A,3,N/A,N/A,2,5,4,3,3,3,N/A,4,N/A,N/A,S1229,43.6866154943,-79.4200162678,311232.685,4838298.699
4168797,4155064,2017,,1960,PRIVATE,09,Davenport,3 THORNTON AVE,3,17,2022-10-27,86,Evaluation needs to be conducted in 3 years,16,4,4,5,4,4,3,N/A,4,N/A,N/A,4,5,5,5,4,4,N/A,5,4,5,S0922,43.6929377292,-79.454744586,308432.533,4838998.971
4168798,4154563,2017,,1953,PRIVATE,08,Eglinton-Lawrence,6 SARANAC BLVD,4,26,2022-10-27,88,Evaluation needs to be conducted in 3 years,15,5,5,5,4,4,5,N/A,4,N/A,N/A,4,5,5,4,4,5,N/A,4,3,N/A,N0823,43.7209195951,-79.432960657,310186.122,4842108.819
4168799,4250600,2017,,1938,PRIVATE,12,Toronto-St. Paul's,22 TICHESTER RD,4,32,2022-10-27,78,Evaluation needs to be conducted in 2 years,16,4,5,5,4,3,2,N/A,4,N/A,3,3,5,5,3,4,4,N/A,4,4,N/A,S1230,43.68592338,-79.418139695,311383.785,4838222.902
4168800,4250602,2017,,1938,PRIVATE,12,Toronto-St. Paul's,26 TICHESTER RD,4,32,2022-10-27,76,Evaluation needs to be conducted in 2 years,16,4,3,5,4,3,2,N/A,4,N/A,4,4,5,5,3,3,4,N/A,4,4,N/A,S1230,43.685882132,-79.418348616,311366.946,4838218.303
4168801,4152797,2017,,1968,PRIVATE,24,Scarborough-Guildwood,215 MARKHAM RD,17,193,2022-10-27,98,Evaluation needs to be conducted in 3 years,20,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,E2433,43.744688035,-79.218768113,327434.96,4844786.353
4168802,4152800,2017,,1969,PRIVATE,24,Scarborough-Guildwood,225 MARKHAM RD,16,229,2022-10-27,94,Evaluation needs to be conducted in 3 years,19,5,5,5,5,5,3,4,5,5,5,4,5,5,5,4,5,5,4,5,N/A,E2433,43.746190112,-79.2190765702,327409.815,4844952.189
4168803,4154551,2017,,1950,PRIVATE,08,Eglinton-Lawrence,21 NEPTUNE DR,3,10,2022-10-27,88,Evaluation needs to be conducted in 3 years,17,5,5,5,4,4,5,N/A,4,N/A,4,4,5,5,5,5,4,4,4,3,N/A,N0823,43.731057278,-79.4337815,310118.82,4843235.979
4168804,4154550,2017,,1950,PRIVATE,08,Eglinton-Lawrence,23 NEPTUNE DR,3,10,2022-10-27,88,Evaluation needs to be conducted in 3 years,17,5,5,5,4,4,5,N/A,4,N/A,4,4,5,5,4,5,4,5,4,3,N/A,N0823,43.730928508,-79.433908943,310108.565,4843221.665
4168805,4153699,2017,,1958,PRIVATE,19,Beaches-East York,1691 GERRARD ST E,7,66,2022-10-27,74,Evaluation needs to be conducted in 2 years,18,4,3,4,3,3,4,N/A,4,3,4,3,5,5,4,4,4,3,4,3,N/A,S1934,43.675718937,-79.3175243078,319498.149,4837101.145
4168806,4155706,2017,,1969,PRIVATE,01,Etobicoke North,21 RICHGROVE DR,11,129,2022-10-27,89,Evaluation needs to be conducted in 3 years,20,5,3,5,5,5,4,2,5,5,4,4,5,5,5,4,5,5,5,3,5,W0137,,,299512.011,4837158.651
4168807,4156153,2017,,1969,PRIVATE,01,Etobicoke North,7 RICHGROVE DR,11,129,2022-10-27,87,Evaluation needs to be conducted in 3 years,20,4,3,5,5,5,4,2,4,5,4,4,5,5,5,4,5,5,5,3,5,W0137,,,299527.406,4837162.739
4168808,4154820,2017,,1969,PRIVATE,17,Don Valley North,335 VAN HORNE AVE,14,125,2022-10-27,97,Evaluation needs to be conducted in 3 years,20,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,N1727,43.78732482,-79.350960418,316779.945,4849494.702
4168809,4156441,2017,,2009,SOCIAL HOUSING,12,Toronto-St. Paul's,201 VAUGHAN RD,3,30,2022-10-27,80,Evaluation needs to be conducted in 2 years,17,4,4,5,3,3,4,N/A,5,4,N/A,3,4,3,5,3,4,N/A,5,4,5,S1229,43.6870772647,-79.4223633104,311043.417,4838349.831
4168810,4154816,2017,,1972,PRIVATE,17,Don Valley North,60 CLIPPER RD,14,206,2022-10-27,92,Evaluation needs to be conducted in 3 years,20,5,5,5,4,5,5,4,5,5,4,5,5,5,4,4,5,5,4,4,4,N1728,43.7874657527,-79.331069436,318380.816,4849513.425
4168811,4154815,2017,,1970,PRIVATE,17,Don Valley North,70 CLIPPER RD,14,206,2022-10-27,91,Evaluation needs to be conducted in 3 years,20,5,5,5,5,5,5,4,5,4,4,4,5,4,5,5,5,5,4,3,4,N1728,43.7880141404,-79.3320111395,318304.901,4849574.193
4168812,4154818,2017,,1969,PRIVATE,17,Don Valley North,12 DEERFORD RD,12,137,2022-10-27,88,Evaluation needs to be conducted in 3 years,19,5,5,5,4,4,5,4,4,4,N/A,5,4,5,5,5,4,5,4,3,4,N1727,43.786127991,-79.35066942,316803.339,4849362.734
4168813,4253010,2017,,2007,SOCIAL HOUSING,09,Davenport,46 DELAWARE AVE,3,14,2022-10-27,85,Evaluation needs to be conducted in 2 years,15,4,4,5,4,4,4,N/A,5,N/A,N/A,4,4,5,4,4,4,N/A,4,N/A,5,S0935,43.6555781953,-79.4261372722,310742.296,4834850.132
4168814,4153702,2017,,2002,SOCIAL HOUSING,19,Beaches-East York,425 COXWELL AVE,3,30,2022-10-27,91,Evaluation needs to be conducted in 3 years,17,5,5,5,4,4,5,5,3,5,N/A,5,5,5,5,3,5,5,3,N/A,N/A,S1934,43.677485169,-79.320862391,319224.366,4837313.075
4168815,4154715,2017,,1996,SOCIAL HOUSING,18,Willowdale,33 DREWRY AVE,6,81,2022-10-27,94,Evaluation needs to be conducted in 3 years,19,5,5,5,4,5,5,4,5,5,N/A,3,5,5,5,4,5,5,5,4,5,N1822,43.78632826,-79.41887979,311313.334,4849377.413
4168816,4219140,2017,,2011,PRIVATE,02,Etobicoke Centre,620 MARTIN GROVE RD,22,236,2022-10-27,94,Evaluation needs to be conducted in 3 years,19,5,5,5,5,4,5,4,5,5,N/A,4,5,5,5,4,5,5,5,3,5,W0227,,,,
4168817,4153943,2018,,1950,PRIVATE,12,Toronto-St. Paul's,697 EGLINTON AVE W,4,33,2022-10-26,86,Evaluation needs to be conducted in 3 years,18,5,4,5,4,3,4,5,4,N/A,4,4,5,5,4,3,5,5,4,4,N/A,S1225,43.701949088,-79.420034858,311209.892,4839986.927
4168818,4154769,2017,,1966,PRIVATE,16,Don Valley East,200 GATEWAY BLVD,17,284,2022-10-26,73,Evaluation needs to be conducted in 2 years,18,3,3,5,4,3,4,3,4,3,N/A,4,5,5,3,4,4,3,3,3,N/A,N1630,43.7151786936,-79.3352789539,318057.864,4841481.992
4168819,4154364,2017,,1960,PRIVATE,06,York Centre,833 WILSON AVE,3,12,2022-10-26,72,Evaluation needs to be conducted in 2 years,15,3,3,5,3,4,4,N/A,3,N/A,N/A,3,4,5,4,3,3,N/A,4,3,N/A,N0632,43.731153894,-79.463467697,307727.291,4843245.201
4168820,4154363,2017,,1960,PRIVATE,06,York Centre,835 WILSON AVE,3,12,2022-10-26,72,Evaluation needs to be conducted in 2 years,15,3,3,5,3,4,4,N/A,3,N/A,N/A,3,4,5,4,3,3,N/A,4,3,N/A,N0632,43.731056948,-79.463881566,307693.954,4843234.416
4168821,4154569,2017,,1960,PRIVATE,06,York Centre,415 WILSON AVE,3,10,2022-10-26,69,Evaluation needs to be conducted in 2 years,16,3,3,5,4,2,3,N/A,3,N/A,N/A,3,3,5,3,3,4,4,4,3,N/A,N0633,43.7360202186,-79.4393431716,309670.633,4843786.018
4168822,4153343,2017,,1916,SOCIAL HOUSING,12,Toronto-St. Paul's,1435 BATHURST ST,3,15,2022-10-26,69,Evaluation needs to be conducted in 2 years,14,3,3,4,3,3,3,N/A,4,N/A,N/A,3,3,5,4,4,3,N/A,3,N/A,N/A,S1236,43.682380018,-79.417661578,311422.714,4837829.264
4168823,4153358,2017,,1925,PRIVATE,12,Toronto-St. Paul's,320 AVENUE RD,4,24,2022-10-26,86,Evaluation needs to be conducted in 3 years,14,4,4,5,4,5,4,N/A,4,N/A,N/A,5,5,5,3,4,4,N/A,4,N/A,N/A,S1237,43.680275983,-79.399224134,312909.538,4837597.137
4168824,4152615,2017,,1962,PRIVATE,20,Scarborough Southwest,534 BIRCHMOUNT RD,4,34,2022-10-26,92,Evaluation needs to be conducted in 3 years,18,5,4,5,5,5,4,N/A,5,4,5,4,5,5,4,5,4,5,4,5,N/A,E2029,43.7103310717,-79.2701499955,323307.445,4840955.829
4168825,4153350,2017,,1986,SOCIAL HOUSING,12,Toronto-St. Paul's,747 ST CLAIR AVE W,8,97,2022-10-26,88,Evaluation needs to be conducted in 3 years,19,5,5,5,5,4,5,4,4,5,N/A,4,4,5,4,4,4,3,4,5,5,S1234,43.6809371983,-79.4282122762,310572.424,4837667.252
4168826,4154764,2017,,1968,PRIVATE,16,Don Valley East,7 ST DENNIS DR,17,278,2022-10-26,80,Evaluation needs to be conducted in 2 years,19,4,5,5,4,4,3,3,3,4,N/A,4,5,3,4,5,4,5,4,3,4,N1630,43.716007499,-79.3362261,317981.095,4841574.866
4168827,4153341,2017,,1920,PRIVATE,12,Toronto-St. Paul's,341 ST CLAIR AVE W,3,10,2022-10-26,66,Evaluation needs to be conducted in 2 years,14,3,3,2,4,3,4,N/A,3,N/A,N/A,3,3,5,3,3,4,N/A,3,N/A,N/A,S1236,43.684313363,-79.4114493944,311923.636,4838043.641
4168828,4153344,2017,,1930,SOCIAL HOUSING,12,Toronto-St. Paul's,497 ST CLAIR AVE W,4,19,2022-10-26,67,Evaluation needs to be conducted in 2 years,14,3,4,3,3,3,2,N/A,3,N/A,N/A,3,4,5,4,3,4,N/A,3,N/A,N/A,S1236,43.6830936206,-79.4174370824,311440.998,4837907.611
4168829,4155077,2017,,1960,PRIVATE,09,Davenport,524 HARVIE AVE,3,29,2022-10-26,88,Evaluation needs to be conducted in 3 years,15,5,5,5,4,4,4,N/A,5,N/A,N/A,3,4,5,4,5,5,N/A,3,5,N/A,S0921,43.690686289,-79.455914851,308342.955,4838761.115
4168830,4155076,2017,,1960,PRIVATE,09,Davenport,526 HARVIE AVE,3,29,2022-10-26,85,Evaluation needs to be conducted in 2 years,15,5,5,5,4,3,4,N/A,5,N/A,N/A,3,3,5,4,5,5,N/A,3,5,N/A,S0921,43.690799353,-79.456216348,308313.746,4838762.298
4168831,4153834,2017,,1967,PRIVATE,15,Don Valley West,241 REDPATH AVE,12,46,2022-10-26,68,Evaluation needs to be conducted in 2 years,19,4,3,5,3,3,3,3,3,3,3,3,3,5,3,3,4,4,4,3,N/A,N1526,43.71148813,-79.393866958,313337.085,4841065.338
4168832,4155887,2017,,1959,PRIVATE,12,Toronto-St. Paul's,70 HEATH ST W,3,35,2022-10-26,92,Evaluation needs to be conducted in 3 years,19,5,4,5,4,4,5,4,5,5,5,4,5,5,4,5,5,5,4,4,N/A,S1232,43.6899134728,-79.3986248426,312956.853,4838666.964
4168833,4155919,2017,,1959,PRIVATE,12,Toronto-St. Paul's,80 HEATH ST W,3,35,2022-10-26,93,Evaluation needs to be conducted in 3 years,19,5,5,5,4,4,5,4,5,5,5,5,5,5,4,5,5,4,4,4,N/A,S1232,43.689525789,-79.399154737,312913.927,4838624.797
4168834,4156294,2017,,1959,PRIVATE,12,Toronto-St. Paul's,90 HEATH ST W,3,37,2022-10-26,93,Evaluation needs to be conducted in 3 years,19,4,4,5,4,4,5,4,5,5,5,5,5,5,4,5,5,5,5,4,N/A,S1232,43.689842541,-79.398960779,312888.418,4838617.756
4168835,4154916,2017,,1962,PRIVATE,16,Don Valley East,267 ROYWOOD DR,7,72,2022-10-26,83,Evaluation needs to be conducted in 2 years,19,4,4,5,4,4,4,4,3,4,4,4,5,5,4,4,4,5,4,4,N/A,N1622,43.761230364,-79.335262791,318048.772,4846599.023
4168836,4153944,2017,,1950,PRIVATE,12,Toronto-St. Paul's,117 OLD FOREST HILL RD,3,28,2022-10-26,85,Evaluation needs to be conducted in 2 years,16,4,4,5,4,3,4,N/A,5,N/A,4,5,4,5,4,5,5,N/A,3,4,N/A,S1225,43.701371017,-79.422737402,311011.589,4839938.762
4168837,4154921,2017,,1967,PRIVATE,16,Don Valley East,32 CLAYLAND DR,5,64,2022-10-26,92,Evaluation needs to be conducted in 3 years,19,5,4,5,5,5,5,4,4,5,4,5,5,5,5,4,4,5,4,4,N/A,N1622,43.7604975469,-79.3303911493,318441.452,4846517.44
4168838,4155073,2017,,1970,PRIVATE,09,Davenport,478 CALEDONIA RD,3,20,2022-10-26,76,Evaluation needs to be conducted in 2 years,16,4,4,4,3,3,4,N/A,4,N/A,4,4,4,5,3,4,4,N/A,3,4,N/A,S0921,43.6893077444,-79.4610170083,307927.075,4838595.44
4168839,4155072,2017,,1960,PRIVATE,09,Davenport,480 CALEDONIA RD,4,28,2022-10-26,79,Evaluation needs to be conducted in 2 years,18,4,4,5,4,3,3,N/A,4,5,4,3,4,5,4,4,4,3,4,4,N/A,S0921,43.6895758413,-79.4611447354,307916.766,4838625.219
4168840,4154763,2017,,1968,PRIVATE,16,Don Valley East,5 DUFRESNE CRT,28,218,2022-10-26,84,Evaluation needs to be conducted in 2 years,19,4,4,5,4,4,3,4,4,4,5,4,5,5,4,4,4,5,4,4,N/A,N1630,43.71503235,-79.330584834,318480.453,4841476.916
4168841,4154835,2017,,1965,PRIVATE,17,Don Valley North,8 GODSTONE RD,16,164,2022-10-25,90,Evaluation needs to be conducted in 3 years,18,5,5,5,4,4,5,5,3,5,5,4,5,N/A,4,4,5,4,5,4,N/A,N1727,43.7801532474,-79.3463837726,317149.742,4848698.62
4168842,4154041,2017,,1960,PRIVATE,19,Beaches-East York,510 DAWES RD,4,62,2022-10-25,68,Evaluation needs to be conducted in 2 years,17,3,3,5,3,3,3,N/A,4,3,N/A,3,3,5,3,3,3,4,4,3,N/A,S1927,43.704347801,-79.297293072,321121.48,4840286.411
4168843,4154833,2017,,1970,PRIVATE,17,Don Valley North,30 GODSTONE RD,15,174,2022-10-25,96,Evaluation needs to be conducted in 3 years,18,5,5,5,5,5,4,5,5,5,5,4,5,N/A,5,5,5,4,5,4,N/A,N1727,43.7814235784,-79.3473574848,317071.105,4848839.609
4168844,4153942,2017,,1954,PRIVATE,12,Toronto-St. Paul's,45 GARDINER RD,6,41,2022-10-25,88,Evaluation needs to be conducted in 3 years,18,4,4,5,4,5,5,N/A,5,5,5,5,5,5,4,4,3,5,3,3,N/A,S1225,43.702033574,-79.4195154938,311271.467,4840011.667
4168845,4155071,2017,,1960,PRIVATE,09,Davenport,500 GILBERT AVE,3,29,2022-10-25,75,Evaluation needs to be conducted in 2 years,16,4,4,5,3,4,3,N/A,3,N/A,3,3,4,5,4,4,4,N/A,3,4,N/A,S0921,43.6918123311,-79.4635662158,307721.469,4838873.59
4168846,4155070,2017,,1960,PRIVATE,09,Davenport,502 GILBERT AVE,3,23,2022-10-25,73,Evaluation needs to be conducted in 2 years,15,4,4,5,3,3,3,N/A,3,N/A,N/A,3,3,5,4,4,4,N/A,3,4,N/A,S0921,43.6919981634,-79.4636000249,307718.735,4838894.234
4168847,4156722,2017,,1968,PRIVATE,16,Don Valley East,20 GRAYDON HALL DR,20,305,2022-10-25,78,Evaluation needs to be conducted in 2 years,20,4,4,5,3,4,4,3,4,4,3,3,4,5,4,4,4,5,4,3,4,N1621,43.763477245,-79.345900416,317191.811,4846847.017
4168848,4154442,2017,,1959,PRIVATE,06,York Centre,3020 KEELE ST,3,39,2022-10-25,69,Evaluation needs to be conducted in 2 years,15,2,3,5,3,3,3,N/A,3,N/A,N/A,4,4,5,N/A,3,4,3,4,3,N/A,N0627,43.737973065,-79.485310164,305967.553,4844002.249
4168849,4153999,2017,,1960,PRIVATE,12,Toronto-St. Paul's,901 AVENUE RD,3,10,2022-10-25,80,Evaluation needs to be conducted in 2 years,17,5,4,5,4,3,4,N/A,5,N/A,4,4,4,5,4,4,3,5,3,2,N/A,S1227,43.7006489139,-79.4065038723,312320.335,4839858.933
4168850,4154000,2017,,1960,PRIVATE,12,Toronto-St. Paul's,905 AVENUE RD,3,10,2022-10-25,79,Evaluation needs to be conducted in 2 years,17,5,4,5,4,3,4,N/A,5,N/A,5,4,4,5,2,4,4,5,2,2,N/A,S1227,43.7007807941,-79.4065602418,312315.775,4839873.58
4168851,4153587,2017,,1910,PRIVATE,13,Toronto Centre,383 SHERBOURNE ST,3,32,2022-10-25,41,Building Audit,14,2,2,3,2,1,1,N/A,2,N/A,N/A,2,3,2,2,2,2,N/A,3,N/A,N/A,S1323,43.663968352,-79.3730104483,315026.123,4835787.409
4168852,4153354,2017,,1929,PRIVATE,12,Toronto-St. Paul's,795 ST CLAIR AVE W,3,19,2022-10-25,69,Evaluation needs to be conducted in 2 years,14,3,4,4,4,2,3,N/A,3,N/A,N/A,3,4,4,4,3,4,N/A,3,N/A,N/A,S1234,43.6804983237,-79.4302086848,310411.49,4837618.363
4168853,4153357,2017,,1930,PRIVATE,12,Toronto-St. Paul's,49 ST CLAIR AVE W,7,34,2022-10-25,88,Evaluation needs to be conducted in 3 years,16,4,5,5,4,5,2,4,4,4,N/A,5,5,5,4,5,5,N/A,4,N/A,N/A,S1238,43.6873687296,-79.3959379318,313173.803,4838384.509
